SQ_CANDIDATO,NR_CANDIDATO,NM_CANDIDATO,NR_PARTIDO,NM_PARTIDO
210002105455,13655,ADRIANA ZANCHET MARTINELLI,13,PARTIDO DOS TRABALHADORES
210002284358,10210,ARMANDO GUILHERME DA SILVA,10,REPUBLICANOS
210002115465,15111,MARCOS PAULO BARBOSA DA SILVA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002119396,22111,MARIA SALETE SILVA TRABAINA,22,PARTIDO LIBERAL
210002285028,11050,JANE APARECIDA AGERTTE RIBEIRO,11,PROGRESSISTAS
210002285213,12333,GILSON SOUZA VIEIRA,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002285721,15115,MARIA ODETE DE SÁ RODRIGUES DE FREITAS,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002123179,15715,ALESSANDRO VIEIRA SCHNORR,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002124242,22222,KAREN EYMAEL PACHECO,22,PARTIDO LIBERAL
210002349812,55123,ANTONIO MARCOS MAIA MOTTA,55,PARTIDO SOCIAL DEMOCRÁTICO
210002354372,40028,CARLOS AUGUSTO GONÇALVES CARVALHO,40,PARTIDO SOCIALISTA BRASILEIRO
210002359134,11444,NELSON NASCIMENTO,11,PROGRESSISTAS
210002359517,13,LORITA MARIA WESCHENFELDER,13,PARTIDO DOS TRABALHADORES
210002285033,11321,MARISA RODRIGUES PINHEIRO,11,PROGRESSISTAS
210002285317,55222,AURORA DOMORADSKI LOPES,55,PARTIDO SOCIAL DEMOCRÁTICO
210002346474,45345,JUARES SILVA DOS SANTOS,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002325856,13333,LUIS CARLOS TAUBNER JORGE,13,PARTIDO DOS TRABALHADORES
210002357120,13444,MARIA ONICE VIEGA RIBEIRO,13,PARTIDO DOS TRABALHADORES
210002357309,11111,VANDERLEI RADAELLI,11,PROGRESSISTAS
210002358912,55333,CASSIANO DUARTE BERGMANN,55,PARTIDO SOCIAL DEMOCRÁTICO
210002106645,10310,MARGARETE PEDROSO FREIRE,10,REPUBLICANOS
210002189629,10501,EMERSON PERSCH,10,REPUBLICANOS
210002190774,15666,ANTONIO FELIX BATISTA SODRÉ,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002192781,12,PEDRO DA SILVA GASPAR,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002233980,23333,ADRIANA NUNES COSTA,23,CIDADANIA
210002235787,12,ADEMIR ZANG,44,UNIÃO BRASIL
210002123629,12888,JAIR ANDRE MAI,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002171024,12345,THAISE MARTINS SCHONARDI,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002181275,12345,ALVARO LUIZ SCHEFFEL,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002182991,12345,LUIZ CARLOS PINTO CRUZ,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002190261,15155,ELMIRA DALPIAS,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002191616,20321,VERA LUCIA FRANTZ TEICHMANN,20,PODEMOS
210002238261,44,PAULO SERGIO BATTISTI,44,UNIÃO BRASIL
210001919637,13613,GUSTAVO HENRIQUE BRUN,13,PARTIDO DOS TRABALHADORES
210001919774,40333,OSMAR CARVALHO DIDOLICHE,40,PARTIDO SOCIALISTA BRASILEIRO
210001930849,15615,EVALDO DA ROSA MELO,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001982003,15,FELIPE EDUARDO SEMINOTI JACQUES,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001920768,11115,JOAIRES CARVALHO RUMPEL,11,PROGRESSISTAS
210001922682,12007,FLÁVIA JACQUELINE CHAVES DA ROSA,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210001930780,20800,IANE LIMA COSTA,20,PODEMOS
210001933690,15015,RONALDO JOSÉ MACHADO,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001982283,12412,CLAUDETE FERNANDES,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210001984706,11110,EMILIO ASSUNÇÃO CARDOSO SAMPAIO,11,PROGRESSISTAS
210001988325,15515,DOUGLAS CETTOLIN,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002037131,10228,DEISI VANESSA TALAMINI,10,REPUBLICANOS
210002039830,44769,LUCIERI IRALA MOREIRA,44,UNIÃO BRASIL
210002039910,22007,LUCAS TADEU SEHN THEISEN,22,PARTIDO LIBERAL
210001985763,13,VITÓRIA PÓVOA CRIZEL,13,PARTIDO DOS TRABALHADORES
210002042135,22,CHARLENE DA SILVA QUADROS,22,PARTIDO LIBERAL
210002048005,20666,DANIELA RODRIGUES BORGES,20,PODEMOS
210002049295,15888,CELIANA PACHECO HÜBNER,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001993662,13057,ODÔNIO MACHADO GARCIA,13,PARTIDO DOS TRABALHADORES
210002034415,10021,TANIA DE LIMA MOURA,10,REPUBLICANOS
210002037927,23523,RENATO LUIZ OLLÉ DE AZEVEDO,23,CIDADANIA
210002041131,12200,ELIANA CRISTINA DA SILVA,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002041598,15555,ANTONIO DIAS DE ALMEIDA FILHO,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002044372,11900,SANDRA KOCHENBORGER,11,PROGRESSISTAS
210002131909,13444,INOCENCIO VITORINO BARROS DUARTE,13,PARTIDO DOS TRABALHADORES
210002129745,13640,EDERSON MELLO,13,PARTIDO DOS TRABALHADORES
210002130332,44044,ALAN LUIZ CENCI,44,UNIÃO BRASIL
210002131552,13123,EVANDRO RIBEIRO ANTUNES,13,PARTIDO DOS TRABALHADORES
210002132009,11444,HAROLDO RIOS POUEY,11,PROGRESSISTAS
210002361535,45445,IVONETE CIRINO RODRIGUES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002305976,45,VANDERLEI ZANATTA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002226406,23,RAFAEL JULIANO DINO,55,PARTIDO SOCIAL DEMOCRÁTICO
210002228281,12555,LEANDRO PEREIRA VARGAS,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002230001,11123,INGRIDE NEUSCHRANK BONOW,11,PROGRESSISTAS
210002231947,44123,LOVANE KEMMER,44,UNIÃO BRASIL
210002289420,13123,GABRIEL MARTINS PEREIRA,13,PARTIDO DOS TRABALHADORES
210002300099,45336,ROSANA VELHO FARIA MOREIRA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002301202,11478,CELSO JOSE CONCARI,11,PROGRESSISTAS
210002301960,12022,PAULA DENIZE LORENZ KLEIN,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002302048,45999,JOÃO ANTENOR DA SILVA DA SILVA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002302459,11677,SONIA MARA DA SILVA FERREIRA,11,PROGRESSISTAS
210002242972,45123,CLEUZA MARIA GONÇALVES CAMARGO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002243465,40007,CARLOS GILBERTO METZ,40,PARTIDO SOCIALISTA BRASILEIRO
210002243488,45123,LEDI DAIANA QUIONHA DOS SANTOS,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002287234,15007,CESAR AUGUSTO TUMELERO,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002225969,44145,LUCIANE SCHWARZ,44,UNIÃO BRASIL
210002226194,13555,OLAVO DA ROSA,13,PARTIDO DOS TRABALHADORES
210002230037,11111,ÉLTON KRONBAUER,11,PROGRESSISTAS
210002231862,45246,JANAINA DA SILVA BACKES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002232414,15123,JOÃO ANTONIO SOARES ROSINHA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002296058,12345,MAXILIANO BAHRY,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002296061,12000,RENATO FERREIRA ALVES,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002298449,45600,SONIA MARIA RODRIGUES TEIXEIRA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002299831,11234,MARIA CLAIR ALMEIDA CHRIST,11,PROGRESSISTAS
210002300587,12225,SILVIO OLIVEIRA LORETO,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002301424,15,ARI EDMUNDO ROEHRS,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002241319,27999,TERESINHA ALVES DREHER,27,DEMOCRACIA CRISTÃ
210002252679,22345,EDILSON MARTINS BORN,22,PARTIDO LIBERAL
210002311693,22222,DANIELA DUARTE LIMA,22,PARTIDO LIBERAL
210002284211,15999,CORINA MARTINS,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002285714,15123,KELLEN NATANA FONTOURA SANTOS,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002285637,11111,CLEOGENIO DALLAGO,11,PROGRESSISTAS
210002356017,12000,PAULO LEITE GEMELLI,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002346395,15555,DANRLEI ANDRE MAULE,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002347850,15200,INÊS BOEIRA DO PRADO,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002349494,12070,MARIA REGINA WAGNER BORBA,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002352175,15600,JOSÉ FELIPE MOREIRA D ÁVILA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002358017,13111,IVAIR SILVA,13,PARTIDO DOS TRABALHADORES
210002359419,44044,RAFAEL CESAR FABIAN,44,UNIÃO BRASIL
210002359422,44111,FRANCIELA ORSO,44,UNIÃO BRASIL
210002359736,15015,LUCAS FABIANO JACOBUS KONRDORFER,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002225007,11789,PAULO SADI SOARES VASCONCELOS,11,PROGRESSISTAS
210002228676,22222,MARCELO RODRIGUES MAIA PINTO,22,PARTIDO LIBERAL
210002290593,11602,SILVIA MARIA SOUTO DE FARIAS,11,PROGRESSISTAS
210002291125,11,JULIO CESAR PINHO WITT,11,PROGRESSISTAS
210002295867,11444,PAULO JOSE COLLETT,11,PROGRESSISTAS
210002296654,10129,DAIANA DOS SANTOS,10,REPUBLICANOS
210002242356,12612,ELEDA MARIA DALBOSCO,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002243866,11555,ROMILDO HENDLER HAHN,11,PROGRESSISTAS
210002225960,44023,JANAÍNA FERNANDES VARGAS,44,UNIÃO BRASIL
210002311388,15015,CLAUDIA  ANDRES,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002228279,12212,ERASMO SASSO FERRETTI,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002230036,11555,ALCEU SANTONI,11,PROGRESSISTAS
210002231155,15015,CLERO LUIS GHISLENI,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002288684,11222,SILVIO LUIZ GRANA,11,PROGRESSISTAS
210002295291,13123,ÂNGELA LIDIA DA SILVA TEIKOWSKI,13,PARTIDO DOS TRABALHADORES
210002297498,45,AGOSTINHO JOSÉ ORSOLIN,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002300133,15222,SUELI FARSEN BAUMGARTEN,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002241629,15666,VINICIUS DAMOR DIVINO,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002287605,45555,TATIANA CORADIN MARTINS,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002319820,45248,JOÃO BATISTA RODRIGUES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002322329,44,LUCIANO PAZ DA SILVA FILHO,44,UNIÃO BRASIL
210002323178,13345,HORACIO BATISTA CABRAL,13,PARTIDO DOS TRABALHADORES
210002247437,40400,DINARTE LIMA DE OLIVEIRA JUNIOR,40,PARTIDO SOCIALISTA BRASILEIRO
210002252605,44,FERNANDO WEGMANN,44,UNIÃO BRASIL
210002309658,12007,CARLA SIEGA,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002311616,55111,PIETRA VOIGT MAIA,55,PARTIDO SOCIAL DEMOCRÁTICO
210002319083,22222,JANETE LEANDRA PRETTO FRANCO,22,PARTIDO LIBERAL
210002321162,55500,REINALDO DA SILVA PEREIRA JUNIOR,55,PARTIDO SOCIAL DEMOCRÁTICO
210002323882,22122,JANAINA TURCATTO,22,PARTIDO LIBERAL
210002324985,13013,RÓGER D OLIVEIRA,13,PARTIDO DOS TRABALHADORES
210002135275,44,CLAUDINEI RECH,11,PROGRESSISTAS
210002137777,15222,WILLIAN GUELEN,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002140665,55777,DALTON JOSUÉ DE OLIVEIRA SILVA,55,PARTIDO SOCIAL DEMOCRÁTICO
210002198389,44455,JOEL ALVES DOS SANTOS,44,UNIÃO BRASIL
210002201824,25363,ELISABETH MARIA DE CESARO,25,PARTIDO RENOVAÇÃO DEMOCRÁTICA
210002255037,10666,EDSON LUIS GONÇALVES,10,REPUBLICANOS
210002255947,11688,AQUILES PESSOA DA SILVA,11,PROGRESSISTAS
210002258245,55,JORGE BARBOSA DE SOUZA,55,PARTIDO SOCIAL DEMOCRÁTICO
210002137969,22555,GIOVANI MENEGAT,22,PARTIDO LIBERAL
210002138682,11444,JOSÉ UILIAM DA SILVA VIDA,11,PROGRESSISTAS
210002194515,20720,RODRIGO RIGON SPODE,20,PODEMOS
210002199616,12123,PEDRO HENRIQUE RIBEIRO,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002201119,45411,VALDEMAR BERTAO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002202486,44333,ELIAS ALVES,44,UNIÃO BRASIL
210002205922,11234,MIRIAM APARECIDA AGNOLETTO,11,PROGRESSISTAS
210002256066,15678,LISANDRO RODRIGUES DE OLIVEIRA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002265046,11111,REGINALDO DA SILVA VARGAS,11,PROGRESSISTAS
210002265128,13000,LEONIR FATIMA DE CAMPOS SILVA,13,PARTIDO DOS TRABALHADORES
210002265847,13013,STEPHANE DONATO PIPPI DE OLIVEIRA,13,PARTIDO DOS TRABALHADORES
210002267216,15555,NOE LUIS SCHAFFER,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002268940,45045,LUAN ALEXANDRE CALDART,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002262526,44544,NILTON SILVA DA COSTA,44,UNIÃO BRASIL
210002264118,15,PEDRO AMAURI WERNER,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002265000,12495,AIRTON ORTIZ,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002265277,12423,MARCO ANTONIO DA ENCARNAÇÃO FONSECA,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210001941875,11888,JOSE ERNI CORREA DA SILVA,11,PROGRESSISTAS
210001953676,55525,JAQUELINE WALTER REZNER,55,PARTIDO SOCIAL DEMOCRÁTICO
210001955525,11311,NAGILA CARINE BAIRROS,11,PROGRESSISTAS
210001995372,40400,WAGNER MACHADO,40,PARTIDO SOCIALISTA BRASILEIRO
210001995650,15333,JOSIANE QUINTANILHA LIMA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001998386,22273,MARIA HELENA SILVA DE OLIVEIRA,22,PARTIDO LIBERAL
210001999207,12000,RODRIGO ALMEIDA DE LIMA,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210001999701,22667,VIEGO SILVA DOS SANTOS,22,PARTIDO LIBERAL
210002058489,10300,MARILEI GOMES,10,REPUBLICANOS
210002061648,10500,OTAVIO NEUKAMP,10,REPUBLICANOS
210002062615,15123,JOCELI PEREIRA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002064676,77000,ANGÉLICA DE LIMA FROES,77,SOLIDARIEDADE
210002147018,45123,LUCIMAR FELIN WEBER,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210001952975,10888,GABRIEL ZOTTIS,10,REPUBLICANOS
210001996927,11000,WILLIAM PELLIN GRANDO,11,PROGRESSISTAS
210001998369,45100,LUCAS CAMPOS DA SILVA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210001999348,44,VOLMIR JOSÉ BIELSKI,44,UNIÃO BRASIL
210002052793,11555,JULIANA DOS SANTOS VENQUIARUTO,11,PROGRESSISTAS
210002053703,22222,DANIELA CRISTINA KAUFMANN,22,PARTIDO LIBERAL
210002056981,44000,RUAN DA CUNHA,44,UNIÃO BRASIL
210002062616,15000,GILCEU ZANCAN,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002147132,44,ALVARI TAVARES LOPES,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002149679,50,ALIDIO DA LUZ SILVA,50,PARTIDO SOCIALISMO E LIBERDADE
210002151465,15500,SUZANA PINTO DA FONTOURA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002152464,45200,PAULA DAIANA THOMAS,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002155983,15400,KENNEDY GULARTE SEGER,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002250106,15555,ELOI EGEWARTH,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002250465,44134,CLAUDECIR SITINESKI,44,UNIÃO BRASIL
210002252107,22327,ELIZETE MARTINS DE OLIVEIRA,22,PARTIDO LIBERAL
210002133059,11321,ADRIANA REGINA NEDEL,11,PROGRESSISTAS
210002134693,11444,CLAUDIA REJANE SOARES GANDOR,11,PROGRESSISTAS
210002135852,15,JOVIANO ZAGO,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002137292,11777,ALEXANDRE JOSÉ SOARES,11,PROGRESSISTAS
210002138124,12666,BAIDIR DANIEL BIANCHI,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002140941,11512,JAIR EBERHARDT,11,PROGRESSISTAS
210002144426,25678,JACIR GONÇALVES SEIBEL,25,PARTIDO RENOVAÇÃO DEMOCRÁTICA
210002201805,25111,SILVIO CESAR TIEPPO,25,PARTIDO RENOVAÇÃO DEMOCRÁTICA
210002205451,15690,IURA GARBIN,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002206319,11456,CHRISTIAN DIAS NUNES,11,PROGRESSISTAS
210002206833,15222,CARMEN NEDA RODRIGUEZ E RODRIGUES,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002253257,13500,EVERALDO SILVEIRA DA SILVA,13,PARTIDO DOS TRABALHADORES
210001883823,22242,JESSICA HANNA FARIAS CORREA,22,PARTIDO LIBERAL
210001938849,22222,WILLIAM SCHRAMMEL STEIN,22,PARTIDO LIBERAL
210001941264,15512,ROSELAINE REHFELD,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002195739,11456,CHEILA DE DEUS OLIVEIRA DE ALMEIDA,11,PROGRESSISTAS
210001956641,23400,ANTONIO CARLOS DA ROSA,23,CIDADANIA
210002200967,15022,RENAN RUSCHEL NUNES,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002201814,25333,VANDA MARIA ECHER,25,PARTIDO RENOVAÇÃO DEMOCRÁTICA
210002201821,25999,VANDERLEI PEREIRA DA SILVA,25,PARTIDO RENOVAÇÃO DEMOCRÁTICA
210002201888,22222,ROSANE RIBEIRO DA LUZ,22,PARTIDO LIBERAL
210001995307,40333,MARIA MADALENA SOUZA DA SILVA DE ANDRADE,40,PARTIDO SOCIALISTA BRASILEIRO
210002254564,40004,ROSELAINE FERREIRA MACHADO,40,PARTIDO SOCIALISTA BRASILEIRO
210002255794,20777,MARCIA CAVALHEIRO,20,PODEMOS
210002262241,15,SILVIO PAULO GABBI,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001995647,15555,ADAIR ARMILIATO,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002380147,11,ANTONIO CARLOS TAUFER,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002383530,40444,OMAR DA SILVA,40,PARTIDO SOCIALISTA BRASILEIRO
210002385130,11888,ANDREZA LISIANE DOS SANTOS GUERREIRO,11,PROGRESSISTAS
210001995657,22,LETICIA FRANCISCO GUERRA DALASTRA,22,PARTIDO LIBERAL
210001996816,13111,DENISE MARIA BRITES TOLEDO,13,PARTIDO DOS TRABALHADORES
210002392675,15020,NEURA FÁTIMA MACIEL DA SILVA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001999697,55444,MARILEI AMARAL DA SILVA,55,PARTIDO SOCIAL DEMOCRÁTICO
210002001054,11250,JORDÃO DIRCEU DE OLIVEIRA,11,PROGRESSISTAS
210002059566,11615,GIOVANNI FRANCISCO PAZZE,11,PROGRESSISTAS
210002061816,15,JOÃO FRANCISCO SILVA FEIJO,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002063150,45700,ALUIR MARIO DUARTE NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002145863,40777,FABIANE DA ROSA ALVES DA SILVA,40,PARTIDO SOCIALISTA BRASILEIRO
210002146380,12999,MARA DENISE MAICA PEREIRA,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002148739,10111,ELIANE BARBIERI FERNANDES,10,REPUBLICANOS
210002149431,12021,ROSEMARY MANOMICS,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002266227,12612,JAISON CANEI,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002303356,11111,MAIARA SCHWEIG BUDKE AREND,11,PROGRESSISTAS
210002375402,45141,INGRIT DA SILVA RHEINHEIMER,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002379326,25555,ARTHUR DOS SANTOS RASKOPF,25,PARTIDO RENOVAÇÃO DEMOCRÁTICA
210002384629,13444,CINTIA LEITE DE SOUZA,13,PARTIDO DOS TRABALHADORES
210001938597,22122,RAFAÉLI SANCHES SANTOS,22,PARTIDO LIBERAL
210001942070,11476,LUIZ BENVINDO ALVES DA SILVA,11,PROGRESSISTAS
210001943309,22622,RAMON DE OLIVEIRA TELES,22,PARTIDO LIBERAL
210001947525,44500,LUIS CLAUDIO TAMIOSO GONÇALVES,44,UNIÃO BRASIL
210001950047,11300,ANGIE TALITA SOARES COSTA,11,PROGRESSISTAS
210001951307,15888,GILMAR DOS SANTOS,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001999689,55500,SIDNEI DE QUADROS DOS SANTOS,55,PARTIDO SOCIAL DEMOCRÁTICO
210001999872,12888,JOÃO BATISTA PIPPI TABORDA,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002001648,11012,ELIANE RODRIGUES MENDES,11,PROGRESSISTAS
210002050871,20700,LUIS FELIPE DA SILVA MARTINS,20,PODEMOS
210002052482,12567,RENATO GIOVANELLA,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002058680,11311,MARIANE LETICIA BAUER,11,PROGRESSISTAS
210002151169,45123,LUIS ARMANDO CORRÊA AZAMBUJA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002151727,12012,VERA REGINA LAZZAROTTO SCOMAZZON,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002154330,12,ELENARA NUNES IANZER,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002155409,13123,NATALIA HERTA WEIMER,13,PARTIDO DOS TRABALHADORES
210002156222,15123,MARCIO PINTO DA SILVA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002156789,12345,JOSE PAULO PEDROSO DE MORAIS,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210001917056,22333,ROSELENE KAISER KNOLL,22,PARTIDO LIBERAL
210001918239,13613,LUCIANE VENDRUSCOLO,13,PARTIDO DOS TRABALHADORES
210001976891,55100,ANGÉLICA GARCIA MARCOS,55,PARTIDO SOCIAL DEMOCRÁTICO
210002024823,12222,CARLOS ROBERTO MONTEIRO,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002025900,15444,WERLESON ALMEIDA RODRIGUES,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002027014,12120,LUIS ROGERIO LINK,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002332464,15222,EDMILSON ANTONIO BELARDIN,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002334272,12333,ALMIR TELES DE MATOS,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002337362,70888,ANTONIO PORFIRIO DE ARAUJO COSTA,70,AVANTE
210001912261,44555,LUCIARA GUEDES MORAES,44,UNIÃO BRASIL
210001915158,30000,PAULO ROBERTO VELEDA DUARTE,30,PARTIDO NOVO
210001916675,45444,JULIANA SPOLIDORO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210001916902,44555,FABIO DA SILVA BARCELLOS,44,UNIÃO BRASIL
210001972037,13133,RAFAELA TEIXEIRA TARIGA,13,PARTIDO DOS TRABALHADORES
210001973059,40123,NELSON ACIOLY VIEIRA FILHO,40,PARTIDO SOCIALISTA BRASILEIRO
210001973436,11000,LUCAS BARCARO,11,PROGRESSISTAS
210001975015,10999,CÁSSIA HELOISA REOLON,10,REPUBLICANOS
210001976953,10789,DENILSON OLIVEIRA SANTOS,10,REPUBLICANOS
210001978330,44186,LUCIANA RAMOS FAGUNDES,44,UNIÃO BRASIL
210002023127,20555,CLAUDIA BEATRIZ DA ROSA DE CAMARGO,20,PODEMOS
210002024768,13113,LÚCIA BATISTA DE ALMEIDA,13,PARTIDO DOS TRABALHADORES
210002026577,55125,SARA HELUSA MAGGIONI,55,PARTIDO SOCIAL DEMOCRÁTICO
210002329750,11222,ADRIANO REGES MULLER,11,PROGRESSISTAS
210002333378,77234,PATRÍCIA BEATRIZ DE MACEDO VIANNA,77,SOLIDARIEDADE
210002341439,15555,EVANDES LAZAROTTO,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002211271,20321,AURI LUIZ DÖRR,20,PODEMOS
210002214591,45069,RITA DE CÁSSIA FERRARI BORBA LUCAS,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002215013,22222,LUIZ ANDRE SILVEIRA,22,PARTIDO LIBERAL
210002275060,15556,NORBERTO NUNES BRUNORO,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002277442,11,DIOGO FARINA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002277886,36444,MARIA ZILÁ DA SILVEIRA OLIVEIRA,36,AGIR
210002278538,11777,MERI LUCIA DA SILVEIRA,11,PROGRESSISTAS
210002211936,13555,JOÃO PEDRO ANDRADE BRAVO,13,PARTIDO DOS TRABALHADORES
210002212783,15550,CILDA JULIETA GOLDSCHMIDT,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002220764,10010,RONEI CARLOS GAIESKI,10,REPUBLICANOS
210002279972,25656,GABRIELA PEREIRA DA SILVA PORTO,25,PARTIDO RENOVAÇÃO DEMOCRÁTICA
210002283488,44123,MANOEL HENRIQUE SANTOS DE MORAIS,44,UNIÃO BRASIL
210001886687,15020,VALTOIR MENDES DOS SANTOS,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001898736,15015,ANTÔNIO CARLOS DAPIEVE,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001900310,22777,JOSÉ CLAUDIO MOURA ALVES,22,PARTIDO LIBERAL
210001903987,10202,ROMULO FERNANDO VELHO BORGES,10,REPUBLICANOS
